City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Hearst,CA,49.6835,-83.6665,13.55,75,100,19.28,overcast clouds
698,Plettenberg Bay,ZA,-34.0527,23.3716,66.18,96,88,5.57,overcast clouds
699,San Luis,AR,-33.295,-66.3356,71.22,75,57,22.01,broken clouds
700,Tual,ID,-5.6667,132.75,83.82,77,97,4.32,overcast clouds
701,Luanda,AO,-8.8368,13.2343,75.69,81,100,6.62,overcast clouds
702,Valle De Allende,MX,26.9333,-105.4,58.87,15,1,7.96,clear sky
703,Turayf,SA,31.6725,38.6637,36.05,79,92,22.39,overcast clouds
704,Owensboro,US,37.7742,-87.1133,21.29,49,0,3.44,clear sky
705,Clifton Springs,AU,-38.15,144.5667,88.41,60,40,8.01,scattered clouds
706,De-Kastri,RU,51.4667,140.7833,2.39,96,85,4.97,overcast clouds
707,Moerai,PF,-22.4333,-151.3333,80.42,79,100,12.59,overcast clouds
708,Vestmanna,FO,62.1564,-7.1664,34.72,87,75,25.32,snow
709,Maragogi,BR,-9.0122,-35.2225,77.9,83,5,8.37,clear sky
710,Jijiga,ET,9.35,42.8,55.17,26,4,7.2,clear sky
711,Anshun,CN,26.25,105.9333,40.51,92,100,7.87,overcast clouds
